test_case,predicted_probability,priority_score,risk_level,top_features
tc_conf_ptp-oc_mfg_016,0.9990169,17.982303857803345,HIGH,failure_rate:0.1667;time_since_last_failure:0.0
tc_conf_ptp-oc_mfg_009,0.9989981,17.98196589946747,HIGH,failure_rate:0.1;time_since_last_failure:0.0
tc_conf_ptp-oc_mfg_006,0.9989881,17.981785655021667,HIGH,failure_rate:0.1818;time_since_last_failure:0.0
tc_conf_ptp-tc_mfg_004,0.9989473,17.981051802635193,HIGH,failure_rate:0.0833;time_since_last_failure:0.0
tc_conf_ptp-bc_mtg_016,0.9989441,17.98099386692047,HIGH,failure_rate:0.1;time_since_last_failure:0.0
tc_conf_ptp-oc_mtg_001,0.9987594,17.97766900062561,HIGH,failure_rate:0.0741;time_since_last_failure:0.0
tc_conf_sctp_pmg_002,0.9986443,17.975597262382507,HIGH,failure_rate:0.0808;time_since_last_failure:0.0
tc_conf_dtmf_hvg_009,0.9986143,17.97505760192871,HIGH,failure_rate:0.0949;time_since_last_failure:0.0
tc_conf_ptp-bc_beg_002,0.9984487,17.972077131271362,HIGH,failure_rate:0.0571;time_since_last_failure:0.0
tc_conf_dtmf_pvg_005,0.9984484,17.972070693969727,HIGH,failure_rate:0.041;time_since_last_failure:0.0
tc_conf_dtmf_pvg_006,0.9984213,17.971583604812622,HIGH,failure_rate:0.0455;time_since_last_failure:0.0
tc_conf_ptp-tc_mhg_010,0.9984157,17.971482753753662,HIGH,failure_rate:0.0645;time_since_last_failure:0.0
tc_conf_dtmf_hvg_012,0.99820745,17.96773409843445,HIGH,failure_rate:0.0248;time_since_last_failure:0.0
tc_conf_dtmf_hvg_012,0.99820745,17.96773409843445,HIGH,failure_rate:0.0248;time_since_last_failure:0.0
tc_conf_ptp-oc_beg_001,0.99972564,17.843375732623933,HIGH,failure_rate:0.211;time_since_last_failure:0.305
tc_conf_ptp-oc_mfg_018,0.99986875,17.76548373021005,HIGH,failure_rate:0.4343;time_since_last_failure:0.468
tc_conf_ptp-oc_mfg_018,0.9998597,17.75548220689447,HIGH,failure_rate:0.4343;time_since_last_failure:0.488
tc_conf_ptp-oc_mfg_018,0.99986875,17.75515123277112,HIGH,failure_rate:0.4343;time_since_last_failure:0.489
tc_conf_ptp-oc_mfg_018,0.99986875,17.754167562561754,HIGH,failure_rate:0.4343;time_since_last_failure:0.491
tc_conf_ptp-oc_mfg_018,0.9998666,17.753145858727674,HIGH,failure_rate:0.4343;time_since_last_failure:0.493
tc_conf_ptp-oc_mfg_018,0.99986875,17.752692180201016,HIGH,failure_rate:0.4343;time_since_last_failure:0.494
tc_conf_ptp-oc_mfg_018,0.9998597,17.751547823999537,HIGH,failure_rate:0.4343;time_since_last_failure:0.496
tc_conf_ptp-oc_smg_006,0.9998752,17.745431728021295,HIGH,failure_rate:0.625;time_since_last_failure:0.509
tc_conf_ptp-oc_mfg_015,0.9998814,17.74505022188127,HIGH,failure_rate:0.875;time_since_last_failure:0.51
tc_conf_ptp-oc_pcg_011,0.9998814,17.74406722757734,HIGH,failure_rate:0.9219;time_since_last_failure:0.512
tc_conf_ptp-oc_pcg_012,0.9998814,17.74406722757734,HIGH,failure_rate:0.9259;time_since_last_failure:0.512
tc_conf_ptp-oc_pcg_012,0.9998814,17.74406722757734,HIGH,failure_rate:0.9259;time_since_last_failure:0.512
tc_conf_ptp-oc_smg_006,0.99987817,17.744010108845806,HIGH,failure_rate:0.625;time_since_last_failure:0.512
tc_conf_ptp-oc_pcg_012,0.9998814,17.743575754999686,HIGH,failure_rate:0.9259;time_since_last_failure:0.513
tc_conf_ptp-oc_pcg_011,0.9998814,17.743575754999686,HIGH,failure_rate:0.9219;time_since_last_failure:0.513
tc_conf_ptp-oc_pcg_012,0.9998814,17.743575754999686,HIGH,failure_rate:0.9259;time_since_last_failure:0.513
tc_conf_ptp-oc_pcg_012,0.9998814,17.743575754999686,HIGH,failure_rate:0.9259;time_since_last_failure:0.513
tc_conf_ptp-oc_pcg_002,0.9998814,17.743575754999686,HIGH,failure_rate:0.9259;time_since_last_failure:0.513
tc_conf_ptp-oc_smg_007,0.99986887,17.743353632751763,HIGH,failure_rate:0.3571;time_since_last_failure:0.513
tc_conf_ptp-oc_pcg_013,0.99986494,17.743283822902416,HIGH,failure_rate:0.3333;time_since_last_failure:0.513
tc_conf_ptp-oc_smg_004,0.9998646,17.743277476552475,HIGH,failure_rate:0.3667;time_since_last_failure:0.513
tc_conf_ptp-oc_pcg_001,0.9998814,17.743084298804177,HIGH,failure_rate:0.9167;time_since_last_failure:0.514
tc_conf_ptp-oc_pcg_011,0.9998814,17.743084298804177,HIGH,failure_rate:0.9219;time_since_last_failure:0.514
tc_conf_ptp-oc_pcg_012,0.9998814,17.743084298804177,HIGH,failure_rate:0.9259;time_since_last_failure:0.514
tc_conf_ptp-oc_smg_006,0.99987817,17.743027183236723,HIGH,failure_rate:0.625;time_since_last_failure:0.514
tc_conf_ptp-oc_smg_003,0.9998683,17.74285160575159,HIGH,failure_rate:0.5;time_since_last_failure:0.514
tc_conf_ptp-oc_smg_001,0.99986553,17.742802951749688,HIGH,failure_rate:0.3571;time_since_last_failure:0.514
tc_conf_ptp-oc_mtg_017,0.9998814,17.742101435557412,HIGH,failure_rate:0.7308;time_since_last_failure:0.516
tc_conf_ptp-oc_mfg_014,0.9998803,17.741590991564493,HIGH,failure_rate:0.8333;time_since_last_failure:0.517
tc_conf_ptp-oc_smg_017,0.9998814,17.74111863783268,HIGH,failure_rate:0.92;time_since_last_failure:0.518
tc_conf_ptp-oc_mfg_013,0.9998497,17.741047381150263,HIGH,failure_rate:0.6522;time_since_last_failure:0.517
tc_conf_ptp-oc_mtg_015,0.99988115,17.739149009086418,HIGH,failure_rate:0.6;time_since_last_failure:0.522
tc_conf_ptp-oc_pcg_011,0.9998814,17.69402131541007,HIGH,failure_rate:0.9219;time_since_last_failure:0.614
tc_conf_ptp-oc_pcg_012,0.9998814,17.69402131541007,HIGH,failure_rate:0.9259;time_since_last_failure:0.614
tc_conf_ptp-oc_pcg_011,0.9998814,17.69402131541007,HIGH,failure_rate:0.9219;time_since_last_failure:0.614
tc_conf_ptp-oc_pcg_012,0.9998814,17.69402131541007,HIGH,failure_rate:0.9259;time_since_last_failure:0.614
tc_conf_ptp-oc_pcg_012,0.9998814,17.69402131541007,HIGH,failure_rate:0.9259;time_since_last_failure:0.614
tc_conf_ptp-oc_pcg_011,0.9998814,17.69353151100168,HIGH,failure_rate:0.9219;time_since_last_failure:0.615
tc_conf_ptp-oc_pcg_011,0.9998814,17.69304172291984,HIGH,failure_rate:0.9219;time_since_last_failure:0.616
tc_conf_ptp-oc_pcg_011,0.9998814,17.69304172291984,HIGH,failure_rate:0.9219;time_since_last_failure:0.616
tc_conf_ptp-oc_pcg_012,0.9998814,17.69304172291984,HIGH,failure_rate:0.9259;time_since_last_failure:0.616
tc_conf_ptp-oc_pcg_012,0.9998814,17.689124005955275,HIGH,failure_rate:0.9259;time_since_last_failure:0.624
tc_conf_ptp-oc_pcg_011,0.9998814,17.54490047757602,HIGH,failure_rate:0.9219;time_since_last_failure:0.92
tc_conf_ptp-oc_pcg_012,0.9998814,17.542476470196032,HIGH,failure_rate:0.9259;time_since_last_failure:0.925
tc_conf_sip_hvg_001,0.9998803,17.508563965954366,HIGH,failure_rate:1.0;time_since_last_failure:0.995
tc_conf_dtmf_hvg_009,0.99977916,17.506309205009117,HIGH,failure_rate:0.0949;time_since_last_failure:0.996
tc_conf_sip_uag_003,0.9998814,17.506164797923883,HIGH,failure_rate:1.0;time_since_last_failure:1.0
tc_conf_ptp-oc_pcg_011,0.9998814,17.505681255295052,HIGH,failure_rate:0.9219;time_since_last_failure:1.001
tc_conf_ptp-oc_pcg_012,0.9998814,17.505681255295052,HIGH,failure_rate:0.9259;time_since_last_failure:1.001
tc_conf_sip_uag_003,0.9998814,17.505681255295052,HIGH,failure_rate:1.0;time_since_last_failure:1.001
tc_conf_udp_hvg_003,0.99987936,17.50564577480956,HIGH,failure_rate:0.5185;time_since_last_failure:1.001
tc_conf_udp_hvg_003,0.99987817,17.505624903935743,HIGH,failure_rate:0.5185;time_since_last_failure:1.001
tc_conf_sip_uag_003,0.9998497,17.50560961734554,HIGH,failure_rate:1.0;time_since_last_failure:1.0
tc_conf_udp_hvg_003,0.99987686,17.505601945974547,HIGH,failure_rate:0.5185;time_since_last_failure:1.001
tc_conf_udp_hvg_002,0.9998634,17.505366105100407,HIGH,failure_rate:0.431;time_since_last_failure:1.001
tc_conf_udp_hvg_002,0.9998596,17.505299318304193,HIGH,failure_rate:0.431;time_since_last_failure:1.001
tc_conf_ptp-bc_mtg_017,0.9998814,17.505197728784037,HIGH,failure_rate:0.75;time_since_last_failure:1.002
tc_conf_ptp-oc_pcg_002,0.9998814,17.505197728784037,HIGH,failure_rate:0.9259;time_since_last_failure:1.002
tc_conf_ptp-oc_pcg_011,0.9998814,17.505197728784037,HIGH,failure_rate:0.9219;time_since_last_failure:1.002
tc_conf_ptp-oc_pcg_002,0.9998814,17.505197728784037,HIGH,failure_rate:0.9259;time_since_last_failure:1.002
tc_conf_ptp-oc_pcg_011,0.9998814,17.505197728784037,HIGH,failure_rate:0.9219;time_since_last_failure:1.002
tc_conf_ptp-bc_pcg_015,0.9998814,17.505197728784037,HIGH,failure_rate:0.8571;time_since_last_failure:1.002
tc_conf_ptp-bc_smg_016,0.9998814,17.505197728784037,HIGH,failure_rate:0.8571;time_since_last_failure:1.002
tc_conf_ptp-bc_smg_016,0.9998814,17.505197728784037,HIGH,failure_rate:0.8571;time_since_last_failure:1.002
tc_conf_ptp-oc_pcg_012,0.9998814,17.505197728784037,HIGH,failure_rate:0.9259;time_since_last_failure:1.002
tc_conf_ptp-bc_smg_015,0.9998814,17.505197728784037,HIGH,failure_rate:0.8571;time_since_last_failure:1.002
tc_conf_ptp-oc_pcg_002,0.9998814,17.505197728784037,HIGH,failure_rate:0.9259;time_since_last_failure:1.002
tc_conf_ptp-bc_pcg_015,0.9998814,17.505197728784037,HIGH,failure_rate:0.8571;time_since_last_failure:1.002
tc_conf_sip_uag_003,0.9998814,17.505197728784037,HIGH,failure_rate:1.0;time_since_last_failure:1.002
tc_conf_udp_hvg_003,0.99988115,17.505193554724567,HIGH,failure_rate:0.5185;time_since_last_failure:1.002
tc_conf_udp_hvg_003,0.99988115,17.505193554724567,HIGH,failure_rate:0.5185;time_since_last_failure:1.002
tc_conf_sip_uag_003,0.9998803,17.505178945516427,HIGH,failure_rate:1.0;time_since_last_failure:1.002
tc_conf_udp_hvg_003,0.9998524,17.505174093061285,HIGH,failure_rate:0.5185;time_since_last_failure:1.001
tc_conf_udp_hvg_003,0.99987936,17.505162249278555,HIGH,failure_rate:0.5185;time_since_last_failure:1.002
tc_conf_udp_hvg_003,0.99987936,17.505162249278555,HIGH,failure_rate:0.5185;time_since_last_failure:1.002
tc_conf_udp_hvg_003,0.99987936,17.505162249278555,HIGH,failure_rate:0.5185;time_since_last_failure:1.002
tc_conf_udp_hvg_003,0.99987936,17.505162249278555,HIGH,failure_rate:0.5185;time_since_last_failure:1.002
tc_conf_sip_uag_003,0.999879,17.505155988189355,HIGH,failure_rate:1.0;time_since_last_failure:1.002
tc_conf_ptp-bc_pcg_013,0.999879,17.505155988189355,HIGH,failure_rate:0.7692;time_since_last_failure:1.002
tc_conf_udp_hvg_003,0.99987686,17.505118421654142,HIGH,failure_rate:0.5185;time_since_last_failure:1.002
tc_conf_udp_hvg_003,0.99987686,17.505118421654142,HIGH,failure_rate:0.5185;time_since_last_failure:1.002
tc_conf_udp_hvg_003,0.99987245,17.505041201553983,HIGH,failure_rate:0.5185;time_since_last_failure:1.002
tc_conf_udp_hvg_002,0.9998702,17.505001547989036,HIGH,failure_rate:0.431;time_since_last_failure:1.002
tc_conf_udp_hvg_002,0.9998672,17.504949372245683,HIGH,failure_rate:0.431;time_since_last_failure:1.002
tc_conf_udp_hvg_002,0.9998665,17.50493685006728,HIGH,failure_rate:0.431;time_since_last_failure:1.002
tc_conf_udp_hvg_002,0.99986506,17.50491180571047,HIGH,failure_rate:0.431;time_since_last_failure:1.002
tc_conf_dtmf_hvg_009,0.99977916,17.50485858037049,HIGH,failure_rate:0.0949;time_since_last_failure:0.999
tc_conf_dtmf_hvg_009,0.99977916,17.50485858037049,HIGH,failure_rate:0.0949;time_since_last_failure:0.999
tc_conf_ipv4_ifg_005.tcl,0.999861,17.504840846699512,HIGH,failure_rate:0.2963;time_since_last_failure:1.002
tc_conf_ptp-bc_mtg_019,0.99985945,17.50481371531297,HIGH,failure_rate:0.3333;time_since_last_failure:1.002
tc_conf_tcp_hvg_003,0.99985826,17.50479284501563,HIGH,failure_rate:0.25;time_since_last_failure:1.002
tc_conf_ptp-bc_mtg_017,0.9998814,17.504714218390305,HIGH,failure_rate:0.75;time_since_last_failure:1.003
tc_conf_ptp-bc_smg_015,0.9998814,17.504714218390305,HIGH,failure_rate:0.8571;time_since_last_failure:1.003
tc_conf_ptp-bc_pcg_015,0.9998814,17.504714218390305,HIGH,failure_rate:0.8571;time_since_last_failure:1.003
tc_conf_ptp-oc_mtg_018,0.99988115,17.504710044446128,HIGH,failure_rate:0.4722;time_since_last_failure:1.003
tc_conf_tcp_hvg_003,0.99985254,17.504692667588394,HIGH,failure_rate:0.25;time_since_last_failure:1.002
tc_conf_udp_hvg_003,0.99987936,17.504678739864804,HIGH,failure_rate:0.5185;time_since_last_failure:1.003
tc_conf_ptp-oc_pcg_012,0.99987745,17.504645348311392,HIGH,failure_rate:0.9259;time_since_last_failure:1.003
tc_conf_udp_hvg_003,0.99987686,17.50463491345095,HIGH,failure_rate:0.5185;time_since_last_failure:1.003
tc_conf_udp_hvg_003,0.99987686,17.50463491345095,HIGH,failure_rate:0.5185;time_since_last_failure:1.003
tc_conf_udp_hvg_003,0.99987686,17.50463491345095,HIGH,failure_rate:0.5185;time_since_last_failure:1.003
tc_conf_ptp-oc_beg_006,0.9998746,17.50459526098127,HIGH,failure_rate:0.4545;time_since_last_failure:1.003
tc_conf_udp_hvg_003,0.9998425,17.504517357090734,HIGH,failure_rate:0.5185;time_since_last_failure:1.002
tc_conf_udp_hvg_002,0.99986506,17.50442830321421,HIGH,failure_rate:0.431;time_since_last_failure:1.003
tc_conf_dtmf_hvg_009,0.99977916,17.504375071059492,HIGH,failure_rate:0.0949;time_since_last_failure:1.0
tc_conf_dtmf_hvg_009,0.99977916,17.504375071059492,HIGH,failure_rate:0.0949;time_since_last_failure:1.0
tc_conf_tcp_hvg_003,0.99985826,17.504309345805176,HIGH,failure_rate:0.25;time_since_last_failure:1.003
tc_conf_sctp_hvg_002,0.99980277,17.50430482116679,HIGH,failure_rate:0.1667;time_since_last_failure:1.001
tc_conf_sctp_hvg_002,0.99980277,17.50430482116679,HIGH,failure_rate:0.1667;time_since_last_failure:1.001
tc_conf_tcp_hvg_003,0.99985695,17.504286389112206,HIGH,failure_rate:0.25;time_since_last_failure:1.003
tc_conf_tcp_hvg_003,0.9998554,17.50425925847506,HIGH,failure_rate:0.25;time_since_last_failure:1.003
tc_conf_sip_uag_003,0.9998803,17.504211941883316,HIGH,failure_rate:1.0;time_since_last_failure:1.004
tc_conf_udp_hvg_003,0.99987817,17.504174377423315,HIGH,failure_rate:0.5185;time_since_last_failure:1.004
tc_conf_udp_hvg_003,0.99987245,17.50407420552998,HIGH,failure_rate:0.5185;time_since_last_failure:1.004
tc_conf_udp_hvg_002,0.9998659,17.50395942523554,HIGH,failure_rate:0.431;time_since_last_failure:1.004
tc_conf_udp_hvg_002,0.9998647,17.503938556091093,HIGH,failure_rate:0.431;time_since_last_failure:1.004
tc_conf_tcp_hvg_002,0.9998085,17.50392151010166,HIGH,failure_rate:0.1538;time_since_last_failure:1.002
tc_conf_dtmf_hvg_009,0.99977916,17.503891577865204,HIGH,failure_rate:0.0949;time_since_last_failure:1.001
tc_conf_dtmf_hvg_009,0.99977916,17.503891577865204,HIGH,failure_rate:0.0949;time_since_last_failure:1.001
tc_conf_dtmf_hvg_009,0.99977916,17.503891577865204,HIGH,failure_rate:0.0949;time_since_last_failure:1.001
tc_conf_ptp-bc_smg_016,0.999859,17.503838384197763,HIGH,failure_rate:0.8571;time_since_last_failure:1.004
tc_conf_sctp_hvg_001,0.999801,17.503790027228412,HIGH,failure_rate:0.1176;time_since_last_failure:1.002
tc_conf_ptp-bc_mtg_017,0.9998814,17.503747245952532,HIGH,failure_rate:0.75;time_since_last_failure:1.005
tc_conf_ptp-bc_pcg_012,0.99988115,17.50374307223893,HIGH,failure_rate:0.5385;time_since_last_failure:1.005
tc_conf_ptp-tc_mfg_001,0.9998803,17.503728464241313,HIGH,failure_rate:0.8148;time_since_last_failure:1.005
tc_conf_ptp-bc_pcg_002,0.99987936,17.50371176938689,HIGH,failure_rate:0.7143;time_since_last_failure:1.005
tc_conf_sctp_pmg_001,0.9998233,17.503696819497264,HIGH,failure_rate:0.2143;time_since_last_failure:1.003
tc_conf_sctp_pmg_001,0.9998233,17.503696819497264,HIGH,failure_rate:0.2143;time_since_last_failure:1.003
tc_conf_ptp-bc_pcg_011,0.99987686,17.50366794539404,HIGH,failure_rate:0.6923;time_since_last_failure:1.005
tc_conf_ptp-bc_pcg_002,0.99987686,17.50366794539404,HIGH,failure_rate:0.7143;time_since_last_failure:1.005
tc_conf_ptp-oc_beg_001,0.999821,17.503657167027583,HIGH,failure_rate:0.211;time_since_last_failure:1.003
tc_conf_sctp_pmg_001,0.99981934,17.503627949418348,HIGH,failure_rate:0.2143;time_since_last_failure:1.003
tc_conf_sctp_pmg_001,0.99981934,17.503627949418348,HIGH,failure_rate:0.2143;time_since_last_failure:1.003
tc_conf_ptp-oc_beg_006,0.999874,17.50361786083078,HIGH,failure_rate:0.4545;time_since_last_failure:1.005
tc_conf_ptp-bc_smg_019,0.99981266,17.503511078981404,HIGH,failure_rate:0.1429;time_since_last_failure:1.003
tc_conf_ptp-bc_smg_015,0.9998122,17.50350273109305,HIGH,failure_rate:0.8571;time_since_last_failure:1.003
tc_func_ipv4_ifg_001.tcl,0.9997826,17.50346862464937,HIGH,failure_rate:0.1404;time_since_last_failure:1.002
tc_conf_ptp-bc_pcg_001,0.9998646,17.503452999143377,HIGH,failure_rate:0.4;time_since_last_failure:1.005
tc_conf_rtp_hvg_011,0.9998079,17.503427600097872,HIGH,failure_rate:0.2;time_since_last_failure:1.003
tc_conf_dtmf_hvg_009,0.99977916,17.50340810078708,HIGH,failure_rate:0.0949;time_since_last_failure:1.002
tc_conf_dtmf_hvg_009,0.99977916,17.50340810078708,HIGH,failure_rate:0.0949;time_since_last_failure:1.002
tc_conf_dtmf_hvg_009,0.99977916,17.50340810078708,HIGH,failure_rate:0.0949;time_since_last_failure:1.002
tc_conf_dtmf_hvg_009,0.99977916,17.50340810078708,HIGH,failure_rate:0.0949;time_since_last_failure:1.002
tc_conf_dtmf_hvg_009,0.99977916,17.50340810078708,HIGH,failure_rate:0.0949;time_since_last_failure:1.002
tc_conf_ptp-bc_mtg_019,0.9998611,17.503392480296107,HIGH,failure_rate:0.3333;time_since_last_failure:1.005
tc_conf_ptp-bc_mfg_015,0.9998814,17.503263783907425,HIGH,failure_rate:0.7273;time_since_last_failure:1.006
tc_conf_ptp-bc_mfg_014,0.99988115,17.5032596103091,HIGH,failure_rate:0.6;time_since_last_failure:1.006
tc_conf_ptp-bc_mfg_014,0.99988115,17.5032596103091,HIGH,failure_rate:0.6;time_since_last_failure:1.006
tc_conf_sctp_pmg_001,0.9998233,17.503213353321648,HIGH,failure_rate:0.2143;time_since_last_failure:1.004
tc_conf_ptp-oc_mfg_018,0.9998708,17.50307805878196,HIGH,failure_rate:0.4343;time_since_last_failure:1.006
tc_conf_ptp-bc_smg_006,0.9998154,17.503075616968317,HIGH,failure_rate:0.1429;time_since_last_failure:1.004
tc_conf_sctp_pmg_001,0.9998135,17.503042226337207,HIGH,failure_rate:0.2143;time_since_last_failure:1.004
tc_conf_dtmf_hvg_009,0.99977916,17.50292463982459,HIGH,failure_rate:0.0949;time_since_last_failure:1.003
tc_conf_ptp-bc_pcg_001,0.99986184,17.50292154884477,HIGH,failure_rate:0.4;time_since_last_failure:1.006
tc_conf_ptp-bc_mtg_019,0.99986124,17.50291111484896,HIGH,failure_rate:0.3333;time_since_last_failure:1.006
tc_conf_ptp-bc_mfg_013,0.9998814,17.50278033797745,HIGH,failure_rate:0.7273;time_since_last_failure:1.007
tc_conf_ptp-bc_mfg_013,0.9998814,17.50278033797745,HIGH,failure_rate:0.7273;time_since_last_failure:1.007
tc_conf_ptp-oc_mfg_017,0.99988115,17.5027761644944,HIGH,failure_rate:0.5833;time_since_last_failure:1.007
tc_conf_ptp-oc_mfg_017,0.99988115,17.5027761644944,HIGH,failure_rate:0.5833;time_since_last_failure:1.007
tc_conf_ptp-oc_mfg_017,0.99988115,17.5027761644944,HIGH,failure_rate:0.5833;time_since_last_failure:1.007
tc_conf_ptp-oc_mfg_017,0.99987817,17.502723995956288,HIGH,failure_rate:0.5833;time_since_last_failure:1.007
tc_conf_ptp-oc_beg_006,0.999874,17.50265096000293,HIGH,failure_rate:0.4545;time_since_last_failure:1.007
tc_conf_ptp-oc_mfg_018,0.9998708,17.502594617981774,HIGH,failure_rate:0.4343;time_since_last_failure:1.007
tc_conf_ptp-oc_mfg_018,0.99986875,17.50255914337586,HIGH,failure_rate:0.4343;time_since_last_failure:1.007
tc_conf_ptp-oc_mfg_018,0.99986875,17.50255914337586,HIGH,failure_rate:0.4343;time_since_last_failure:1.007
tc_conf_ptp-oc_mfg_018,0.99986875,17.50255914337586,HIGH,failure_rate:0.4343;time_since_last_failure:1.007
tc_conf_ptp-oc_beg_001,0.9998116,17.502525391294657,HIGH,failure_rate:0.211;time_since_last_failure:1.005
tc_conf_ptp-oc_mfg_018,0.9998666,17.502521582028418,HIGH,failure_rate:0.4343;time_since_last_failure:1.007
tc_conf_ptp-oc_mfg_018,0.9998666,17.502521582028418,HIGH,failure_rate:0.4343;time_since_last_failure:1.007
tc_conf_ptp-oc_mfg_018,0.9998666,17.502521582028418,HIGH,failure_rate:0.4343;time_since_last_failure:1.007
tc_conf_sctp_pmg_002,0.99972755,17.50250441691223,HIGH,failure_rate:0.0808;time_since_last_failure:1.002
tc_conf_sctp_pmg_002,0.9997527,17.502461332020992,HIGH,failure_rate:0.0808;time_since_last_failure:1.003
tc_conf_dtmf_hvg_009,0.99977916,17.502441194977205,HIGH,failure_rate:0.0949;time_since_last_failure:1.004
tc_conf_ptp-oc_mfg_018,0.9998597,17.502400551020003,HIGH,failure_rate:0.4343;time_since_last_failure:1.007
tc_conf_ptp-bc_mfg_015,0.999859,17.502388030570856,HIGH,failure_rate:0.7273;time_since_last_failure:1.007
tc_conf_ptp-oc_beg_006,0.9998803,17.50227812800707,HIGH,failure_rate:0.4545;time_since_last_failure:1.008
tc_conf_ptp-tc_mfg_001,0.9998803,17.50227812800707,HIGH,failure_rate:0.8148;time_since_last_failure:1.008
tc_conf_udp_hvg_003,0.99987817,17.502240567697086,HIGH,failure_rate:0.5185;time_since_last_failure:1.008
tc_conf_ptp-oc_beg_001,0.9998223,17.502229774922398,HIGH,failure_rate:0.211;time_since_last_failure:1.006
tc_conf_ptp-oc_mfg_017,0.99987745,17.502228047593754,HIGH,failure_rate:0.5833;time_since_last_failure:1.008
tc_conf_ptp-oc_beg_001,0.9998186,17.50216508414836,HIGH,failure_rate:0.211;time_since_last_failure:1.006
tc_conf_sctp_pmg_002,0.9997335,17.50212532951478,HIGH,failure_rate:0.0808;time_since_last_failure:1.003
tc_conf_ptp-oc_mfg_018,0.9998708,17.50211119329601,HIGH,failure_rate:0.4343;time_since_last_failure:1.008
tc_conf_ptp-oc_mfg_018,0.9998708,17.50211119329601,HIGH,failure_rate:0.4343;time_since_last_failure:1.008
tc_conf_ptp-oc_mfg_018,0.9998708,17.50211119329601,HIGH,failure_rate:0.4343;time_since_last_failure:1.008
tc_conf_ptp-oc_mfg_018,0.99986875,17.50207571966991,HIGH,failure_rate:0.4343;time_since_last_failure:1.008
tc_conf_ptp-oc_mfg_018,0.9998666,17.50203815935992,HIGH,failure_rate:0.4343;time_since_last_failure:1.008
tc_conf_ptp-bc_mtg_019,0.9998647,17.502004772417706,HIGH,failure_rate:0.3333;time_since_last_failure:1.008
tc_conf_ptp-bc_pcg_014,0.99987936,17.501778021814424,HIGH,failure_rate:0.5385;time_since_last_failure:1.009
tc_conf_ptp-oc_mfg_018,0.99982363,17.50176931170886,HIGH,failure_rate:0.4343;time_since_last_failure:1.007
tc_conf_ptp-oc_mfg_017,0.99987686,17.501734202663087,HIGH,failure_rate:0.5833;time_since_last_failure:1.009
tc_conf_ptp-oc_mfg_018,0.9998708,17.501627784724135,HIGH,failure_rate:0.4343;time_since_last_failure:1.009
tc_conf_ptp-oc_mfg_018,0.9998666,17.50155475280524,HIGH,failure_rate:0.4343;time_since_last_failure:1.009
tc_conf_dtmf_pvg_005,0.99964106,17.501473687133448,HIGH,failure_rate:0.041;time_since_last_failure:1.001
tc_conf_ptp-oc_mfg_017,0.99988115,17.501325923735696,HIGH,failure_rate:0.5833;time_since_last_failure:1.01
tc_conf_ptp-oc_mfg_018,0.9998708,17.50114439226561,HIGH,failure_rate:0.4343;time_since_last_failure:1.01
tc_conf_sctp_pmg_002,0.9996966,17.500996006724428,HIGH,failure_rate:0.0808;time_since_last_failure:1.004
tc_conf_ptp-oc_mfg_017,0.99988115,17.50084254237614,HIGH,failure_rate:0.5833;time_since_last_failure:1.011
tc_conf_ptp-oc_mfg_017,0.99987936,17.500811244711272,HIGH,failure_rate:0.5833;time_since_last_failure:1.011
tc_conf_dtmf_pvg_005,0.99964106,17.500506882660307,HIGH,failure_rate:0.041;time_since_last_failure:1.003
tc_conf_dtmf_pvg_005,0.99964106,17.500506882660307,HIGH,failure_rate:0.041;time_since_last_failure:1.003
tc_conf_dtmf_pvg_005,0.99964106,17.500506882660307,HIGH,failure_rate:0.041;time_since_last_failure:1.003
tc_conf_ptp-oc_mtg_001,0.9997125,17.50030783289372,HIGH,failure_rate:0.0741;time_since_last_failure:1.006
tc_conf_ptp-bc_mfg_008,0.99981004,17.500081285552845,HIGH,failure_rate:0.1538;time_since_last_failure:1.01
tc_conf_ptp-oc_mfg_018,0.99985325,17.499870947042126,HIGH,failure_rate:0.4343;time_since_last_failure:1.012
tc_conf_dtmf_pvg_006,0.9995901,17.499614702092565,HIGH,failure_rate:0.0455;time_since_last_failure:1.003
tc_conf_ptp-oc_mfg_018,0.9998535,17.499391784183004,HIGH,failure_rate:0.4343;time_since_last_failure:1.013
tc_conf_ptp-bc_beg_002,0.99961746,17.499126944991758,HIGH,failure_rate:0.0571;time_since_last_failure:1.005
tc_conf_ptp-oc_mfg_018,0.99986124,17.49904407650534,HIGH,failure_rate:0.4343;time_since_last_failure:1.014
tc_conf_ptp-oc_mfg_018,0.999824,17.498875401238273,HIGH,failure_rate:0.4343;time_since_last_failure:1.013
tc_conf_ptp-oc_mfg_018,0.9998708,17.498727671654443,HIGH,failure_rate:0.4343;time_since_last_failure:1.015
tc_conf_ptp-oc_mfg_018,0.9998708,17.498727671654443,HIGH,failure_rate:0.4343;time_since_last_failure:1.015
tc_conf_ptp-oc_mfg_018,0.99986875,17.498692204886133,HIGH,failure_rate:0.4343;time_since_last_failure:1.015
tc_conf_ptp-oc_mfg_018,0.9998666,17.49865465183733,HIGH,failure_rate:0.4343;time_since_last_failure:1.015
tc_conf_ptp-oc_mfg_018,0.99986875,17.49627589192561,HIGH,failure_rate:0.4343;time_since_last_failure:1.02
tc_conf_ptp-tc_pcg_001,0.9998814,17.409776312285782,HIGH,failure_rate:0.7698;time_since_last_failure:1.2
