timestamp,dut,test_case_id,status,error_message
,1574,ptp_bc_hirschman_udp_mult_untag,,*
,1574,ptp-tc_hirschman_pp2_tag_2step,,*
,1575,ptp_bc_hirshman_ieee_mul_tag_two_step,,*
,1575,ptp_bc_hirshman_ieee_mul_untag_one_step,,*
,1575,ptp-bc_hirshman_ieee_mul_untag_2step,,*
,1575,ptp_bc_hirschman_udp_mult_untag,,*
,1575,ptp-tc_hirschman_pp2_tag_2step,,*
,1576,ptp-tc_hirshman_udp_unicast_untag_2step,,*
,1576,ptp_bc_hirschman,,*
,1576,ptp_bc_hirshman_ieee_mul_tag_two_step,,*
,1576,ptp_bc_hirshman_ieee_mul_untag_one_step,,*
,1576,ptp-bc_hirshman_ieee_mul_untag_2step,,*
,1576,ptp_bc_hirschman_udp_mult_untag,,*
,1576,ptp-tc_hirschman_pp2_tag_2step,,*
,1576,ptp_bc_sample,,*
,1577,ptp_bc_hirshman_ieee_mul_tag_two_step,,*
,1577,ptp_bc_hirshman_ieee_mul_untag_one_step,,*
,1577,ptp-bc_hirshman_ieee_mul_untag_2step,,*
,1577,ptp_bc_hirschman_udp_mult_untag,,*
,1577,ptp-tc_hirschman_pp2_tag_2step,,*
,1578,ptp_bc_hirshman_ieee_mul_tag_two_step,,*
,1578,ptp_bc_hirshman_ieee_mul_untag_one_step,,*
,1578,ptp-bc_hirshman_ieee_mul_untag_2step,,*
,1578,ptp_bc_hirschman_udp_mult_untag,,*
,1578,ptp-tc_hirschman_pp2_tag_2step,,*
,1579,ptp_bc_hirshman_ieee_mul_tag_two_step,,*
,1579,ptp_bc_hirshman_ieee_mul_untag_one_step,,*
,1579,ptp-bc_hirshman_ieee_mul_untag_2step,,*
,1579,ptp_bc_hirschman_udp_mult_untag,,*
,1579,ptp-tc_hirschman_pp2_tag_2step,,*
,1580,ptp_bc_hirshman_ieee_mul_tag_two_step,,*
,2024-10-13 17:39:21,PTP-BC,,
,2024-10-13 18:53:49,PTP-BC,,
,2024-10-14 15:30:19,PTP-BC,,
,1580,ptp_bc_hirshman_ieee_mul_untag_one_step,,*
,2024-10-15 15:25:05,PTP-BC,,
,1580,ptp-bc_hirshman_ieee_mul_untag_2step,,*
,2024-10-15 16:29:01,PTP-BC,,
,1580,ptp_bc_hirschman_udp_mult_untag,,*
,2024-10-15 17:46:47,PTP-BC,,
,1580,ptp-tc_hirschman_pp2_tag_2step,,*
,2024-10-16 15:03:37,PTP-BC,,
,1580,ptp_bc_sample,,*
,2025-01-08 19:21:56,PTP-BC,,
,1581,ptp_bc_hirshman_ieee_mul_tag_two_step,,*
,2024-10-13 17:39:27,PTP-BC,,
,2024-10-13 18:53:56,PTP-BC,,
,2024-10-14 15:30:23,PTP-BC,,
,1581,ptp_bc_hirshman_ieee_mul_untag_one_step,,*
,2024-10-15 15:25:13,PTP-BC,,
,1581,ptp-bc_hirshman_ieee_mul_untag_2step,,*
,2024-10-15 16:29:07,PTP-BC,,
,1581,ptp_bc_hirschman_udp_mult_untag,,*
,2024-10-15 17:47:22,PTP-BC,,
,1581,ptp-tc_hirschman_pp2_tag_2step,,*
,2024-10-16 15:03:40,PTP-BC,,
,1582,ptp_bc_hirshman_ieee_mul_tag_two_step,,*
,2024-10-13 17:39:33,PTP-BC,,
,2024-10-13 18:54:03,PTP-BC,,
,2024-10-14 15:30:26,PTP-BC,,
,1582,ptp_bc_hirshman_ieee_mul_untag_one_step,,*
,2024-10-15 15:25:20,PTP-BC,,
,1582,ptp-bc_hirshman_ieee_mul_untag_2step,,*
,2024-10-15 16:29:13,PTP-BC,,
,1582,ptp_bc_hirschman_udp_mult_untag,,*
,2024-10-15 17:47:56,PTP-BC,,
,1582,ptp-tc_hirschman_pp2_tag_2step,,*
,2024-10-16 15:03:44,PTP-BC,,
,1583,ptp_bc_hirshman_ieee_mul_tag_two_step,,*
,2024-10-13 17:39:39,PTP-BC,,
,2024-10-13 18:54:10,PTP-BC,,
,2024-10-14 15:30:30,PTP-BC,,
,1583,ptp_bc_hirshman_ieee_mul_untag_one_step,,*
,2024-10-15 15:25:26,PTP-BC,,
,1583,ptp-bc_hirshman_ieee_mul_untag_2step,,*
,2024-10-15 16:29:20,PTP-BC,,
,1583,ptp_bc_hirschman_udp_mult_untag,,*
,2024-10-15 17:48:30,PTP-BC,,
,1583,ptp-tc_hirschman_pp2_tag_2step,,*
,2024-10-16 15:03:48,PTP-BC,,
,1584,ptp_bc_hirshman_ieee_mul_tag_two_step,,*
,2024-10-13 17:39:46,PTP-BC,,
,2024-10-13 18:54:18,PTP-BC,,
,2024-10-14 15:30:34,PTP-BC,,
,1584,ptp_bc_hirshman_ieee_mul_untag_one_step,,*
,2024-10-15 15:25:33,PTP-BC,,
,1584,ptp-bc_hirshman_ieee_mul_untag_2step,,*
,2024-10-15 16:29:26,PTP-BC,,
,1584,ptp_bc_hirschman_udp_mult_untag,,*
,2024-10-15 17:49:18,PTP-BC,,
,1584,ptp-tc_hirschman_pp2_tag_2step,,*
,2024-10-16 15:03:51,PTP-BC,,
,1585,ptp_bc_hirshman_ieee_mul_tag_two_step,,*
,2024-10-13 17:39:54,PTP-BC,,
,2024-10-13 18:54:25,PTP-BC,,
,2024-10-14 15:30:38,PTP-BC,,
,1585,ptp_bc_hirshman_ieee_mul_untag_one_step,,*
,2024-10-15 15:25:40,PTP-BC,,
,1585,ptp-bc_hirshman_ieee_mul_untag_2step,,*
,2024-10-15 16:29:33,PTP-BC,,
,1585,ptp_bc_hirschman_udp_mult_untag,,*
,2024-10-15 17:49:55,PTP-BC,,
,1585,ptp-tc_hirschman_pp2_tag_2step,,*
,2024-10-16 15:03:55,PTP-BC,,
,1586,ptp_bc_hirshman_ieee_mul_tag_two_step,,*
,2024-10-13 17:40:01,PTP-BC,,
,2024-10-13 18:54:33,PTP-BC,,
,2024-10-14 15:30:41,PTP-BC,,
,1586,ptp_bc_hirshman_ieee_mul_untag_one_step,,*
,2024-10-15 15:25:46,PTP-BC,,
,1586,ptp-bc_hirshman_ieee_mul_untag_2step,,*
,2024-10-15 16:29:40,PTP-BC,,
,1586,ptp_bc_hirschman_udp_mult_untag,,*
,2024-10-15 17:50:32,PTP-BC,,
,1586,ptp-tc_hirschman_pp2_tag_2step,,*
,2024-10-16 15:03:58,PTP-BC,,
,1587,ptp_bc_hirshman_ieee_mul_tag_two_step,,*
,2024-10-13 17:40:07,PTP-BC,,
,2024-10-13 18:54:41,PTP-BC,,
,2024-10-14 15:30:45,PTP-BC,,
,1587,ptp_bc_hirshman_ieee_mul_untag_one_step,,*
,2024-10-15 15:25:53,PTP-BC,,
,1587,ptp-bc_hirshman_ieee_mul_untag_2step,,*
,2024-10-15 16:29:47,PTP-BC,,
,1587,ptp_bc_hirschman_udp_mult_untag,,*
,2024-10-15 17:51:10,PTP-BC,,
,1587,ptp-tc_hirschman_pp2_tag_2step,,*
,2024-10-16 15:04:02,PTP-BC,,
,1588,ptp_bc_hirshman_ieee_mul_tag_two_step,,*
,2024-10-13 17:40:37,PTP-BC,,
,2024-10-13 18:55:12,PTP-BC,,
,2024-10-14 15:31:19,PTP-BC,,
,1588,ptp_bc_hirshman_ieee_mul_untag_one_step,,*
,2024-10-15 15:26:24,PTP-BC,,
,1588,ptp-bc_hirshman_ieee_mul_untag_2step,,*
,2024-10-15 16:30:18,PTP-BC,,
,1588,ptp_bc_hirschman_udp_mult_untag,,*
,2024-10-15 17:51:17,PTP-BC,,
,1588,ptp-tc_hirschman_pp2_tag_2step,,*
,2024-10-16 15:04:38,PTP-BC,,
,1589,ptp_bc_hirshman_ieee_mul_tag_two_step,,*
,2024-10-13 17:45:52,PTP-BC,,
,2024-10-14 15:36:20,PTP-BC,,
,1589,ptp_bc_hirshman_ieee_mul_untag_one_step,,*
,2024-10-15 15:32:03,PTP-BC,,
,1589,ptp-bc_hirshman_ieee_mul_untag_2step,,*
,2024-10-15 16:35:50,PTP-BC,,
,1589,ptp_bc_hirschman_udp_mult_untag,,*
,2024-10-15 17:56:38,PTP-BC,,
,1589,ptp-tc_hirschman_pp2_tag_2step,,*
,admin,2024-10-16 15:07:52,,protocol/Ptp-bc/Testscript/tc_conf_ptp-bc_mfg_010.tcl
,1590,ptp_bc_hirshman_ieee_mul_tag_two_step,,*
,2024-10-13 17:46:25,PTP-BC,,
,2024-10-14 15:36:55,PTP-BC,,
,1590,ptp_bc_hirshman_ieee_mul_untag_one_step,,*
,2024-10-15 15:32:13,PTP-BC,,
,1590,ptp-bc_hirshman_ieee_mul_untag_2step,,*
,2024-10-15 16:36:23,PTP-BC,,
,1590,ptp_bc_hirschman_udp_mult_untag,,*
,2024-10-15 17:56:47,PTP-BC,,
,1590,ptp-tc_hirschman_pp2_tag_2step,,*
,2024-10-16 15:08:21,PTP-BC,,
,1591,ptp_bc_hirshman_ieee_mul_tag_two_step,,*
,2024-10-13 17:47:14,PTP-BC,,
,2024-10-14 15:37:48,PTP-BC,,
,1591,ptp_bc_hirshman_ieee_mul_untag_one_step,,*
,2024-10-15 15:33:02,PTP-BC,,
,1591,ptp-bc_hirshman_ieee_mul_untag_2step,,*
,2024-10-15 16:37:13,PTP-BC,,
,1591,ptp_bc_hirschman_udp_mult_untag,,*
,2024-10-15 17:56:54,PTP-BC,,
,1591,ptp-tc_hirschman_pp2_tag_2step,,*
,admin,2024-10-16 15:08:51,,protocol/Ptp-bc/Testscript/tc_conf_ptp-bc_mfg_012.tcl
,1592,ptp_bc_hirshman_ieee_mul_tag_two_step,,*
,2024-10-13 17:58:16,PTP-BC,,
,2024-10-14 15:49:17,PTP-BC,,
,1592,ptp_bc_hirshman_ieee_mul_untag_one_step,,*
,2024-10-15 15:43:37,PTP-BC,,
,1592,ptp-bc_hirshman_ieee_mul_untag_2step,,*
,2024-10-15 16:49:02,PTP-BC,,
,1592,ptp_bc_hirschman_udp_mult_untag,,*
,2024-10-15 18:10:14,PTP-BC,,
,1592,ptp-tc_hirschman_pp2_tag_2step,,*
,admin,2024-10-16 15:16:30,,protocol/Ptp-bc/Testscript/tc_conf_ptp-bc_mfg_013.tcl
,1593,ptp_bc_hirshman_ieee_mul_tag_two_step,,*
,2024-10-13 17:58:49,PTP-BC,,
,2024-10-14 15:49:52,PTP-BC,,
,1593,ptp_bc_hirshman_ieee_mul_untag_one_step,,*
,2024-10-15 15:44:10,PTP-BC,,
,1593,ptp-bc_hirshman_ieee_mul_untag_2step,,*
,2024-10-15 16:49:36,PTP-BC,,
,1593,ptp_bc_hirschman_udp_mult_untag,,*
,2024-10-15 18:10:22,PTP-BC,,
,1593,ptp-tc_hirschman_pp2_tag_2step,,*
,2024-10-16 15:16:59,PTP-BC,,
,1594,ptp_bc_hirshman_ieee_mul_tag_two_step,,*
,2024-10-13 17:59:22,PTP-BC,,
,2024-10-14 15:50:27,PTP-BC,,
,1594,ptp_bc_hirshman_ieee_mul_untag_one_step,,*
,2024-10-15 15:44:22,PTP-BC,,
,1594,ptp-bc_hirshman_ieee_mul_untag_2step,,*
,2024-10-15 16:50:14,PTP-BC,,
,1594,ptp_bc_hirschman_udp_mult_untag,,*
,2024-10-15 18:10:32,PTP-BC,,
,1594,ptp-tc_hirschman_pp2_tag_2step,,*
,admin,2024-10-16 15:17:29,,protocol/Ptp-bc/Testscript/tc_conf_ptp-bc_mfg_015.tcl
,1595,ptp_bc_hirshman_ieee_mul_tag_two_step,,*
,2024-10-13 17:59:55,PTP-BC,,
,2024-10-14 15:51:04,PTP-BC,,
,1595,ptp_bc_hirshman_ieee_mul_untag_one_step,,*
,2024-10-15 15:44:56,PTP-BC,,
,1595,ptp-bc_hirshman_ieee_mul_untag_2step,,*
,2024-10-15 16:50:47,PTP-BC,,
,1595,ptp_bc_hirschman_udp_mult_untag,,*
,2024-10-15 18:10:39,PTP-BC,,
,1595,ptp-tc_hirschman_pp2_tag_2step,,*
,2024-10-16 15:17:59,PTP-BC,,
,1596,ptp_bc_hirshman_ieee_mul_tag_two_step,,*
,1596,ptp_bc_hirshman_ieee_mul_untag_one_step,,*
,1596,ptp-bc_hirshman_ieee_mul_untag_2step,,*
,1596,ptp_bc_hirschman_udp_mult_untag,,*
,1596,ptp-tc_hirschman_pp2_tag_2step,,*
,1597,ptp_bc_hirshman_ieee_mul_tag_two_step,,*
,1597,ptp_bc_hirshman_ieee_mul_untag_one_step,,*
,1597,ptp-bc_hirshman_ieee_mul_untag_2step,,*
,1597,ptp_bc_hirschman_udp_mult_untag,,*
,1597,ptp-tc_hirschman_pp2_tag_2step,,*
,1598,ptp_bc_hirshman_ieee_mul_tag_two_step,,*
,1598,ptp_bc_hirshman_ieee_mul_untag_one_step,,*
,1598,ptp-bc_hirshman_ieee_mul_untag_2step,,*
,1598,ptp_bc_hirschman_udp_mult_untag,,*
,1598,ptp-tc_hirschman_pp2_tag_2step,,*
,1599,ptp_bc_hirshman_ieee_mul_tag_two_step,,*
,1599,ptp_bc_hirshman_ieee_mul_untag_one_step,,*
,1599,ptp-bc_hirshman_ieee_mul_untag_2step,,*
,1599,ptp_bc_hirschman_udp_mult_untag,,*
,1599,ptp-tc_hirschman_pp2_tag_2step,,*
,1600,ptp_bc_hirshman_ieee_mul_tag_two_step,,*
,1600,ptp_bc_hirshman_ieee_mul_untag_one_step,,*
,1600,ptp-bc_hirshman_ieee_mul_untag_2step,,*
,1600,ptp_bc_hirschman_udp_mult_untag,,*
,1600,ptp-tc_hirschman_pp2_tag_2step,,*
,1601,ptp_bc_hirshman_ieee_mul_tag_two_step,,*
,1601,ptp_bc_hirshman_ieee_mul_untag_one_step,,*
,1601,ptp-bc_hirshman_ieee_mul_untag_2step,,*
,1601,ptp_bc_hirschman_udp_mult_untag,,*
,1601,ptp-tc_hirschman_pp2_tag_2step,,*
,1602,ptp_bc_hirshman_ieee_mul_tag_two_step,,*
,1602,ptp_bc_hirshman_ieee_mul_untag_one_step,,*
,1602,ptp-bc_hirshman_ieee_mul_untag_2step,,*
,1602,ptp_bc_hirschman_udp_mult_untag,,*
,1602,ptp-tc_hirschman_pp2_tag_2step,,*
,1603,ptp_bc_hirshman_ieee_mul_tag_two_step,,*
,1603,ptp_bc_hirshman_ieee_mul_untag_one_step,,*
,1603,ptp-bc_hirshman_ieee_mul_untag_2step,,*
,1603,ptp_bc_hirschman_udp_mult_untag,,*
,1603,ptp-tc_hirschman_pp2_tag_2step,,*
,1604,ptp_bc_hirshman_ieee_mul_tag_two_step,,*
,1604,ptp_bc_hirshman_ieee_mul_untag_one_step,,*
,1604,ptp-bc_hirshman_ieee_mul_untag_2step,,*
,1604,ptp_bc_hirschman_udp_mult_untag,,*
,1604,ptp-tc_hirschman_pp2_tag_2step,,*
,1604,ptp_oc_telecom_linux_simulation,,*
,1604,ptp_oc_ieee_untag_1step,,*
,2024-11-08 13:21:43,PTP-BC,,
,2024-11-08 13:26:59,PTP-BC,,
,2024-11-08 14:55:31,PTP-BC,,
,1605,ptp_bc_hirshman_ieee_mul_tag_two_step,,*
,1605,ptp_bc_hirshman_ieee_mul_untag_one_step,,*
,1605,ptp-bc_hirshman_ieee_mul_untag_2step,,*
,1605,ptp_bc_hirschman_udp_mult_untag,,*
,1605,ptp-tc_hirschman_pp2_tag_2step,,*
,2024-10-16 15:18:34,PTP-BC,,
,1606,ptp_bc_hirshman_ieee_mul_tag_two_step,,*
,1606,ptp_bc_hirshman_ieee_mul_untag_one_step,,*
,1606,ptp-bc_hirshman_ieee_mul_untag_2step,,*
,1606,ptp_bc_hirschman_udp_mult_untag,,*
,1606,ptp-tc_hirschman_pp2_tag_2step,,*
,2024-10-16 15:16:00,PTP-BC,,
,1607,ptp_bc_hirshman_ieee_mul_tag_two_step,,*
,admin,2024-10-13 17:57:04,,protocol/Ptp-bc/Testscript/tc_conf_ptp-bc_mhg_003.tcl
,admin,2024-10-14 15:48:00,,protocol/Ptp-bc/Testscript/tc_conf_ptp-bc_mhg_003.tcl
,1607,ptp_bc_hirshman_ieee_mul_untag_one_step,,*
,admin,2024-10-15 15:42:17,,protocol/Ptp-bc/Testscript/tc_conf_ptp-bc_mhg_003.tcl
,1607,ptp-bc_hirshman_ieee_mul_untag_2step,,*
,admin,2024-10-15 16:47:45,,protocol/Ptp-bc/Testscript/tc_conf_ptp-bc_mhg_003.tcl
,1607,ptp_bc_hirschman_udp_mult_untag,,*
,admin,2024-10-15 18:08:45,,protocol/Ptp-bc/Testscript/tc_conf_ptp-bc_mhg_003.tcl
,1607,ptp-tc_hirschman_pp2_tag_2step,,*
,2024-10-16 15:15:30,PTP-BC,,
,1608,ptp_bc_hirshman_ieee_mul_tag_two_step,,*
,1608,ptp_bc_hirshman_ieee_mul_untag_one_step,,*
,1608,ptp-bc_hirshman_ieee_mul_untag_2step,,*
,1608,ptp_bc_hirschman_udp_mult_untag,,*
,1608,ptp-tc_hirschman_pp2_tag_2step,,*
,2024-10-16 15:14:55,PTP-BC,,
,1609,ptp_bc_hirshman_ieee_mul_tag_two_step,,*
,1609,ptp_bc_hirshman_ieee_mul_untag_one_step,,*
,1609,ptp-bc_hirshman_ieee_mul_untag_2step,,*
,1609,ptp_bc_hirschman_udp_mult_untag,,*
,1609,ptp-tc_hirschman_pp2_tag_2step,,*
,2024-10-16 15:09:21,PTP-BC,,
,1610,ptp_bc_hirshman_ieee_mul_tag_two_step,,*
,1610,ptp_bc_hirshman_ieee_mul_untag_one_step,,*
,2024-10-15 15:34:19,PTP-BC,,
,1610,ptp-bc_hirshman_ieee_mul_untag_2step,,*
,1610,ptp_bc_hirschman_udp_mult_untag,,*
,1610,ptp-tc_hirschman_pp2_tag_2step,,*
,2024-10-16 15:09:56,PTP-BC,,
,1611,ptp_bc_hirshman_ieee_mul_tag_two_step,,*
,1611,ptp_bc_hirshman_ieee_mul_untag_one_step,,*
,1611,ptp-bc_hirshman_ieee_mul_untag_2step,,*
,1611,ptp_bc_hirschman_udp_mult_untag,,*
,1611,ptp-tc_hirschman_pp2_tag_2step,,*
,2024-10-16 15:10:31,PTP-BC,,
,1612,ptp_bc_hirshman_ieee_mul_tag_two_step,,*
,1612,ptp_bc_hirshman_ieee_mul_untag_one_step,,*
,1612,ptp-bc_hirshman_ieee_mul_untag_2step,,*
,1612,ptp_bc_hirschman_udp_mult_untag,,*
,1612,ptp-tc_hirschman_pp2_tag_2step,,*
,2024-10-16 15:11:05,PTP-BC,,
,1613,ptp_bc_hirshman_ieee_mul_tag_two_step,,*
,1613,ptp_bc_hirshman_ieee_mul_untag_one_step,,*
,1613,ptp-bc_hirshman_ieee_mul_untag_2step,,*
,1613,ptp_bc_hirschman_udp_mult_untag,,*
,1613,ptp-tc_hirschman_pp2_tag_2step,,*
,2024-10-16 15:11:40,PTP-BC,,
,1614,ptp_bc_hirshman_ieee_mul_tag_two_step,,*
,1614,ptp_bc_hirshman_ieee_mul_untag_one_step,,*
,1614,ptp-bc_hirshman_ieee_mul_untag_2step,,*
,1614,ptp_bc_hirschman_udp_mult_untag,,*
,1614,ptp-tc_hirschman_pp2_tag_2step,,*
,2024-10-16 15:12:15,PTP-BC,,
,1615,ptp_bc_hirshman_ieee_mul_tag_two_step,,*
,1615,ptp_bc_hirshman_ieee_mul_untag_one_step,,*
,1615,ptp-bc_hirshman_ieee_mul_untag_2step,,*
,1615,ptp_bc_hirschman_udp_mult_untag,,*
,1615,ptp-tc_hirschman_pp2_tag_2step,,*
,2024-10-16 15:12:45,PTP-BC,,
,1616,ptp_bc_hirshman_ieee_mul_tag_two_step,,*
,2024-10-13 17:53:45,PTP-BC,,
,2024-10-14 15:44:33,PTP-BC,,
,1616,ptp_bc_hirshman_ieee_mul_untag_one_step,,*
,2024-10-15 15:39:11,PTP-BC,,
,1616,ptp-bc_hirshman_ieee_mul_untag_2step,,*
,2024-10-15 16:44:15,PTP-BC,,
,1616,ptp_bc_hirschman_udp_mult_untag,,*
,2024-10-15 18:04:40,PTP-BC,,
,1616,ptp-tc_hirschman_pp2_tag_2step,,*
,2024-10-16 15:13:15,PTP-BC,,
,1617,ptp_bc_hirshman_ieee_mul_tag_two_step,,*
,1617,ptp_bc_hirshman_ieee_mul_untag_one_step,,*
,1617,ptp-bc_hirshman_ieee_mul_untag_2step,,*
,1617,ptp_bc_hirschman_udp_mult_untag,,*
,1617,ptp-tc_hirschman_pp2_tag_2step,,*
,2024-10-16 15:13:18,PTP-BC,,
,1618,ptp_bc_hirshman_ieee_mul_tag_two_step,,*
,1618,ptp_bc_hirshman_ieee_mul_untag_one_step,,*
,2024-10-15 15:40:10,PTP-BC,,
,1618,ptp-bc_hirshman_ieee_mul_untag_2step,,*
,1618,ptp_bc_hirschman_udp_mult_untag,,*
,1618,ptp-tc_hirschman_pp2_tag_2step,,*
,2024-10-16 15:13:49,PTP-BC,,
,1619,ptp_bc_hirshman_ieee_mul_tag_two_step,,*
,1619,ptp_bc_hirshman_ieee_mul_untag_one_step,,*
,1619,ptp-bc_hirshman_ieee_mul_untag_2step,,*
,1619,ptp_bc_hirschman_udp_mult_untag,,*
,1619,ptp-tc_hirschman_pp2_tag_2step,,*
,2024-10-16 15:14:20,PTP-BC,,
,1620,ptp_bc_hirshman_ieee_mul_tag_two_step,,*
,1620,ptp_bc_hirshman_ieee_mul_untag_one_step,,*
,1620,ptp-bc_hirshman_ieee_mul_untag_2step,,*
,1620,ptp_bc_hirschman_udp_mult_untag,,*
,1620,ptp-tc_hirschman_pp2_tag_2step,,*
,1621,ptp_bc_hirshman_ieee_mul_tag_two_step,,*
,1621,ptp_bc_hirshman_ieee_mul_untag_one_step,,*
,1621,ptp-bc_hirshman_ieee_mul_untag_2step,,*
,1621,ptp_bc_hirschman_udp_mult_untag,,*
,1621,ptp-tc_hirschman_pp2_tag_2step,,*
,1622,ptp_bc_hirshman_ieee_mul_tag_two_step,,*
,1622,ptp_bc_hirshman_ieee_mul_untag_one_step,,*
,1622,ptp-bc_hirshman_ieee_mul_untag_2step,,*
,1622,ptp_bc_hirschman_udp_mult_untag,,*
,1622,ptp-tc_hirschman_pp2_tag_2step,,*
,1623,ptp_bc_hirshman_ieee_mul_tag_two_step,,*
,1623,ptp_bc_hirshman_ieee_mul_untag_one_step,,*
,1623,ptp-bc_hirshman_ieee_mul_untag_2step,,*
,1623,ptp_bc_hirschman_udp_mult_untag,,*
,1623,ptp-tc_hirschman_pp2_tag_2step,,*
,1624,ptp_bc_hirshman_ieee_mul_tag_two_step,,*
,1624,ptp_bc_hirshman_ieee_mul_untag_one_step,,*
,1624,ptp-bc_hirshman_ieee_mul_untag_2step,,*
,1624,ptp_bc_hirschman_udp_mult_untag,,*
,1624,ptp-tc_hirschman_pp2_tag_2step,,*
,1625,ptp-tc_hirschman_ieee_tag__2step,,*
,1625,ptp_bc_hirshman_ieee_mul_tag_two_step,,*
,1625,ptp-tc_hirshman_ieee_untag_1step,,*
,1625,ptp_bc_hirshman_ieee_mul_untag_one_step,,*
,1625,ptp-bc_hirshman_ieee_mul_untag_2step,,*
,1625,ptp_bc_hirschman_udp_mult_untag,,*
,1625,ptp-tc_hirschman_pp2_tag_2step,,*
,1626,ptp_bc_hirshman_ieee_mul_tag_two_step,,*
,1626,ptp_bc_hirshman_ieee_mul_untag_one_step,,*
,1626,ptp-bc_hirshman_ieee_mul_untag_2step,,*
,1626,ptp_bc_hirschman_udp_mult_untag,,*
,1626,ptp-tc_hirschman_pp2_tag_2step,,*
,1627,ptp_bc_hirshman_ieee_mul_tag_two_step,,*
,1627,ptp_bc_hirshman_ieee_mul_untag_one_step,,*
,1627,ptp-bc_hirshman_ieee_mul_untag_2step,,*
,1627,ptp_bc_hirschman_udp_mult_untag,,*
,1627,ptp-tc_hirschman_pp2_tag_2step,,*
,1628,ptp_bc_hirshman_ieee_mul_tag_two_step,,*
,1628,ptp_bc_hirshman_ieee_mul_untag_one_step,,*
,1628,ptp-bc_hirshman_ieee_mul_untag_2step,,*
,1628,ptp_bc_hirschman_udp_mult_untag,,*
,1628,ptp-tc_hirschman_pp2_tag_2step,,*
,1629,ptp_bc_hirshman_ieee_mul_tag_two_step,,*
,1629,ptp_bc_hirshman_ieee_mul_untag_one_step,,*
,1629,ptp-bc_hirshman_ieee_mul_untag_2step,,*
,1629,ptp_bc_hirschman_udp_mult_untag,,*
,1629,ptp-tc_hirschman_pp2_tag_2step,,*
,1630,ptp_bc_hirshman_ieee_mul_tag_two_step,,*
,1630,ptp_bc_hirshman_ieee_mul_untag_one_step,,*
,1630,ptp-bc_hirshman_ieee_mul_untag_2step,,*
,1630,ptp_bc_hirschman_udp_mult_untag,,*
,1630,ptp-tc_hirschman_pp2_tag_2step,,*
,1631,ptp_bc_hirshman_ieee_mul_tag_two_step,,*
,1631,ptp_bc_hirshman_ieee_mul_untag_one_step,,*
,1631,ptp-bc_hirshman_ieee_mul_untag_2step,,*
,1631,ptp_bc_hirschman_udp_mult_untag,,*
,1631,ptp-tc_hirschman_pp2_tag_2step,,*
,2024-10-16 14:31:01,PTP-BC,,
,2024-10-16 14:46:19,PTP-BC,,
,1632,ptp_bc_hirshman_ieee_mul_tag_two_step,,*
,1632,ptp_bc_hirshman_ieee_mul_untag_one_step,,*
,1632,ptp-bc_hirshman_ieee_mul_untag_2step,,*
,1632,ptp_bc_hirschman_udp_mult_untag,,*
,1632,ptp-tc_hirschman_pp2_tag_2step,,*
,2024-10-16 14:31:30,PTP-BC,,
,2024-10-16 14:46:49,PTP-BC,,
,1633,ptp_bc_hirshman_ieee_mul_tag_two_step,,*
,1633,ptp_bc_hirshman_ieee_mul_untag_one_step,,*
,1633,ptp-bc_hirshman_ieee_mul_untag_2step,,*
,1633,ptp_bc_hirschman_udp_mult_untag,,*
,1633,ptp-tc_hirschman_pp2_tag_2step,,*
,2024-10-16 14:47:19,PTP-BC,,
,1634,ptp_bc_hirshman_ieee_mul_tag_two_step,,*
,1634,ptp_bc_hirshman_ieee_mul_untag_one_step,,*
,1634,ptp-bc_hirshman_ieee_mul_untag_2step,,*
,1634,ptp_bc_hirschman_udp_mult_untag,,*
,1634,ptp-tc_hirschman_pp2_tag_2step,,*
,2024-10-16 14:47:49,PTP-BC,,
,sync/sync,follow up and delay response message with Alternate master flag set to false when it is in master state	admin	2024-10-13 17:16:00	PTP-BC	protocol/Ptp-bc/Testscript/tc_conf_ptp-bc_mtg_005.tcl,,
,sync/sync,follow up and delay response message with Alternate master flag set to false when it is in master state	admin	2024-10-13 18:30:11	PTP-BC	protocol/Ptp-bc/Testscript/tc_conf_ptp-bc_mtg_005.tcl,,
,sync/sync,follow up and delay response message with Alternate master flag set to false when it is in master state	admin	2024-10-14 15:06:02	PTP-BC	protocol/Ptp-bc/Testscript/tc_conf_ptp-bc_mtg_005.tcl,,
,sync/sync,follow up and delay response message with Alternate master flag set to false when it is in master state	admin	2024-10-15 15:00:01	PTP-BC	protocol/Ptp-bc/Testscript/tc_conf_ptp-bc_mtg_005.tcl,,
,sync/sync,follow up and delay response message with Alternate master flag set to false when it is in master state	admin	2024-10-15 16:03:51	PTP-BC	protocol/Ptp-bc/Testscript/tc_conf_ptp-bc_mtg_005.tcl,,
,sync/sync,follow up and delay response message with Alternate master flag set to false when it is in master state	admin	2024-10-15 17:21:05	PTP-BC	protocol/Ptp-bc/Testscript/tc_conf_ptp-bc_mtg_005.tcl,,
,1635,ptp-tc_hirschman_pp2_tag_2step,,*
,2024-10-16 14:48:19,PTP-BC,,
,1636,ptp_bc_hirshman_ieee_mul_tag_two_step,,*
,1636,ptp_bc_hirshman_ieee_mul_untag_one_step,,*
,1636,ptp-bc_hirshman_ieee_mul_untag_2step,,*
,1636,ptp_bc_hirschman_udp_mult_untag,,*
,1636,ptp-tc_hirschman_pp2_tag_2step,,*
,2024-10-16 14:48:49,PTP-BC,,
