timestamp,dut,test_case_id,status,error_message
,1690,ptp_bc_hirshman_ieee_mul_untag_one_step,,*
,1690,ptp-bc_hirshman_ieee_mul_untag_2step,,*
,1690,ptp_bc_hirschman_udp_mult_untag,,*
,1690,ptp-tc_hirschman_pp2_tag_2step,,*
,1691,ptp_bc_hirshman_ieee_mul_tag_two_step,,*
,1691,ptp_bc_hirshman_ieee_mul_untag_one_step,,*
,1691,ptp-bc_hirshman_ieee_mul_untag_2step,,*
,1691,ptp_bc_hirschman_udp_mult_untag,,*
,1691,ptp-tc_hirschman_pp2_tag_2step,,*
,1463,ptp-oc_default_profile,,*
,2024-10-10 15:29:42,PTP-OC,,
,1463,ptp_bc_hirschman,,*
,1463,ptp_hirschman_oc_default,,*
,2024-10-21 12:10:01,PTP-OC,,
,2024-10-21 12:11:47,PTP-OC,,
,1463,ptp-oc_telecom_1_ieee_multicast,,*
,1463,ptp_xena_wr,,*
,2024-10-21 15:40:37,PTP-OC,,
,1463,ptp-oc_default_ieee_multicast,,*
,2024-10-21 17:23:44,PTP-OC,,
,2024-10-21 17:23:48,PTP-OC,,
,1463,Ptp-oc_telecom_js,,*
,1463,ptp_oc_hir_udp_mul_untag_def,,*
,2024-11-01 15:30:31,PTP-OC,,
,2024-11-01 15:41:12,PTP-OC,,
,1463,ptp_oc_ieee_untag_hirschmann,,*
,1463,ptp_oc_ieee_tag_hirschmann,,*
,1463,ptp_oc_ieee_untag_1step,,*
,1463,ptp_oc_ieee_untag_slave_only,,*
,2024-11-04 16:50:46,PTP-OC,,
,2024-11-05 11:42:14,PTP-OC,,
,2024-11-05 11:46:51,PTP-OC,,
,1463,ptp_oc_default_manual,,*
,when an announce message with same priority1 is received from the neighbour clock	admin	2024-10-12 18:20:45	PTP-OC	protocol/Ptp-oc/Testscript/tc_conf_ptp-oc_beg_002.tcl,,,
,when an announce message with same priority1 is received from the neighbour clock	admin	2024-10-21 13:16:04	PTP-OC	protocol/Ptp-oc/Testscript/tc_conf_ptp-oc_beg_002.tcl,,,
,1464,ptp_xena_wr,,*
,2024-10-21 15:42:43,PTP-OC,,
,when an Announce message with same Priority1 is received from the neighbour clock	admin	2024-10-21 15:46:40	PTP-OC	protocol/Ptp-oc/Testscript/tc_conf_ptp-oc_beg_002.tcl,,,
,when an Announce message with same Priority1 is received from the neighbour clock	admin	2024-10-21 15:53:59	PTP-OC	protocol/Ptp-oc/Testscript/tc_conf_ptp-oc_beg_002.tcl,,,
,when an announce message with same priority1 is received from the neighbour clock	admin	2024-10-21 17:20:50	PTP-OC	protocol/Ptp-oc/Testscript/tc_conf_ptp-oc_beg_002.tcl,,,
,when an announce message with same priority1 is received from the neighbour clock	admin	2024-10-21 19:09:57	PTP-OC	protocol/Ptp-oc/Testscript/tc_conf_ptp-oc_beg_002.tcl,,,
,1464,Ptp-oc_telecom_js,,*
,when an announce message with same priority1 is received from the neighbour clock	admin	2024-11-01 17:09:15	PTP-OC	protocol/Ptp-oc/Testscript/tc_conf_ptp-oc_beg_002.tcl,,,
,when an announce message with same priority1 is received from the neighbour clock	admin	2024-11-04 13:08:32	PTP-OC	protocol/Ptp-oc/Testscript/tc_conf_ptp-oc_beg_002.tcl,,,
,when an announce message with same priority1 is received from the neighbour clock	admin	2024-11-04 14:14:19	PTP-OC	protocol/Ptp-oc/Testscript/tc_conf_ptp-oc_beg_002.tcl,,,
,when an announce message with same priority1 is received from the neighbour clock	admin	2024-11-04 15:43:52	PTP-OC	protocol/Ptp-oc/Testscript/tc_conf_ptp-oc_beg_002.tcl,,,
,1464,ptp_oc_ieee_untag_slave_only,,*
,2024-11-05 11:42:23,PTP-OC,,
,2024-11-05 11:46:55,PTP-OC,,
,when an announce message with same Priority1 and clockClass value is received from the neighbour clock	admin	2024-10-12 18:21:38	PTP-OC	protocol/Ptp-oc/Testscript/tc_conf_ptp-oc_beg_003.tcl,,,
,when an announce message with same Priority1 and clockClass value is received from the neighbour clock	admin	2024-10-21 13:16:55	PTP-OC	protocol/Ptp-oc/Testscript/tc_conf_ptp-oc_beg_003.tcl,,,
,when an announce message with same Priority1 and clockClass value is received from the neighbour clock	admin	2024-10-21 19:12:04	PTP-OC	protocol/Ptp-oc/Testscript/tc_conf_ptp-oc_beg_003.tcl,,,
,1465,Ptp-oc_telecom_js,,*
,when an announce message with same Priority1 and clockClass value is received from the neighbour clock	admin	2024-11-01 17:10:07	PTP-OC	protocol/Ptp-oc/Testscript/tc_conf_ptp-oc_beg_003.tcl,,,
,when an announce message with same Priority1 and clockClass value is received from the neighbour clock	admin	2024-11-04 13:09:25	PTP-OC	protocol/Ptp-oc/Testscript/tc_conf_ptp-oc_beg_003.tcl,,,
,when an announce message with same Priority1 and clockClass value is received from the neighbour clock	admin	2024-11-04 14:15:17	PTP-OC	protocol/Ptp-oc/Testscript/tc_conf_ptp-oc_beg_003.tcl,,,
,when an announce message with same Priority1 and clockClass value is received from the neighbour clock	admin	2024-11-04 15:44:42	PTP-OC	protocol/Ptp-oc/Testscript/tc_conf_ptp-oc_beg_003.tcl,,,
,1465,ptp_oc_ieee_untag_slave_only,,*
,2024-11-05 11:42:28,PTP-OC,,
,2024-11-05 11:46:58,PTP-OC,,
,when an announce message with same Priority1,clockClass and clockAccuracy value is received from the neighbour clock	admin	2024-10-12 18:22:33	PTP-OC	protocol/Ptp-oc/Testscript/tc_conf_ptp-oc_beg_004.tcl,,
,when an announce message with same Priority1,clockClass and clockAccuracy value is received from the neighbour clock	admin	2024-10-21 13:17:48	PTP-OC	protocol/Ptp-oc/Testscript/tc_conf_ptp-oc_beg_004.tcl,,
,1466,ptp_xena_wr,,*
,2024-10-21 15:51:22,PTP-OC,,
,2024-10-21 15:51:34,PTP-OC,,
,when an announce message with same Priority1,clockClass and clockAccuracy value is received from the neighbour clock	admin	2024-10-21 15:51:38	PTP-OC	protocol/Ptp-oc/Testscript/tc_conf_ptp-oc_beg_004.tcl,,
,when an announce message with same Priority1,clockClass and clockAccuracy value is received from the neighbour clock	admin	2024-10-21 19:14:11	PTP-OC	protocol/Ptp-oc/Testscript/tc_conf_ptp-oc_beg_004.tcl,,
,1466,Ptp-oc_telecom_js,,*
,when an announce message with same Priority1,clockClass and clockAccuracy value is received from the neighbour clock	admin	2024-11-01 17:10:59	PTP-OC	protocol/Ptp-oc/Testscript/tc_conf_ptp-oc_beg_004.tcl,,
,when an announce message with same Priority1,clockClass and clockAccuracy value is received from the neighbour clock	admin	2024-11-04 13:10:17	PTP-OC	protocol/Ptp-oc/Testscript/tc_conf_ptp-oc_beg_004.tcl,,
,when an announce message with same Priority1,clockClass and clockAccuracy value is received from the neighbour clock	admin	2024-11-04 14:16:13	PTP-OC	protocol/Ptp-oc/Testscript/tc_conf_ptp-oc_beg_004.tcl,,
,when an announce message with same Priority1,clockClass and clockAccuracy value is received from the neighbour clock	admin	2024-11-04 15:45:34	PTP-OC	protocol/Ptp-oc/Testscript/tc_conf_ptp-oc_beg_004.tcl,,
,1466,ptp_oc_ieee_untag_slave_only,,*
,2024-11-05 11:42:50,PTP-OC,,
,2024-11-05 11:47:02,PTP-OC,,
,1467,ptp-oc_default_profile,,*
,2024-10-10 15:33:31,PTP-OC,,
,1467,ptp-oc_telecom_1_ieee_multicast,,*
,1467,ptp_xena_wr,,*
,2024-10-21 15:33:07,PTP-OC,,
,1467,Ptp-oc_telecom_js,,*
,1467,ptp_oc_ieee_untag_slave_only,,*
,2024-11-05 11:42:56,PTP-OC,,
,2024-11-05 11:47:05,PTP-OC,,
,1467,ptp_oc_telecom_linux_simulation,,*
,1468,ptp_hirschman_oc_default,,*
,1468,ptp-oc_default_profile,,*
,1468,ptp-oc_default_ieee_multicast,,*
,1468,Ptp-oc_telecom_js,,*
,2024-10-30 14:14:11,PTP-OC,,
,1468,ptp_oc_hir_udp_mul_untag_def,,*
,1468,ptp_oc_ieee_untag_hirschmann,,*
,1468,ptp_oc_ieee_tag_hirschmann,,*
,1468,ptp_oc_ieee_untag_1step,,*
,1468,ptp_oc_ieee_untag_slave_only,,*
,1468,ptp_oc_telecom_linux_simulation,,*
,2024-11-07 17:55:34,PTP-OC,,
,2024-11-08 11:05:47,PTP-OC,,
,1469,ptp-oc_default_profile,,*
,2024-10-10 15:33:27,PTP-OC,,
,1469,ptp_hirschman_oc_default,,*
,2024-10-12 18:24:24,PTP-OC,,
,2024-10-21 13:19:39,PTP-OC,,
,1469,ptp-oc_default_ieee_multicast,,*
,2024-10-21 19:19:18,PTP-OC,,
,1469,Ptp-oc_telecom_js,,*
,1469,ptp_oc_hir_udp_mul_untag_def,,*
,2024-11-01 17:12:55,PTP-OC,,
,1469,ptp_oc_ieee_untag_hirschmann,,*
,2024-11-04 13:12:10,PTP-OC,,
,1469,ptp_oc_ieee_tag_hirschmann,,*
,2024-11-04 14:18:07,PTP-OC,,
,1469,ptp_oc_ieee_untag_1step,,*
,2024-11-04 15:47:26,PTP-OC,,
,1469,ptp_oc_ieee_untag_slave_only,,*
,2024-11-05 11:43:10,PTP-OC,,
,2024-11-05 11:47:13,PTP-OC,,
,1470,ptp_hirschman_oc_default,,*
,2024-10-12 18:24:31,PTP-OC,,
,1470,ptp-oc_default_profile,,*
,2024-10-21 13:19:44,PTP-OC,,
,1470,ptp-oc_default_ieee_multicast,,*
,2024-10-21 19:19:21,PTP-OC,,
,1470,Ptp-oc_telecom_js,,*
,1470,ptp_oc_hir_udp_mul_untag_def,,*
,2024-11-01 17:13:40,PTP-OC,,
,1470,ptp_oc_ieee_untag_hirschmann,,*
,2024-11-04 13:12:13,PTP-OC,,
,1470,ptp_oc_ieee_tag_hirschmann,,*
,2024-11-04 14:18:11,PTP-OC,,
,1470,ptp_oc_ieee_untag_1step,,*
,2024-11-04 15:47:30,PTP-OC,,
,1470,ptp_oc_ieee_untag_slave_only,,*
,2024-11-05 11:43:15,PTP-OC,,
,2024-11-05 11:47:17,PTP-OC,,
,1471,ptp_hirschman_oc_default,,*
,2024-10-12 18:24:37,PTP-OC,,
,1471,ptp-oc_default_profile,,*
,2024-10-21 13:19:53,PTP-OC,,
,1471,ptp-oc_default_ieee_multicast,,*
,2024-10-21 19:19:25,PTP-OC,,
,1471,Ptp-oc_telecom_js,,*
,1471,ptp_oc_hir_udp_mul_untag_def,,*
,2024-11-01 17:14:20,PTP-OC,,
,1471,ptp_oc_ieee_untag_hirschmann,,*
,2024-11-04 13:12:17,PTP-OC,,
,1471,ptp_oc_ieee_tag_hirschmann,,*
,2024-11-04 14:18:14,PTP-OC,,
,1471,ptp_oc_ieee_untag_1step,,*
,2024-11-04 15:47:33,PTP-OC,,
,1471,ptp_oc_ieee_untag_slave_only,,*
,2024-11-05 11:47:22,PTP-OC,,
,1472,ptp_hirschman_oc_default,,*
,2024-10-12 18:24:44,PTP-OC,,
,1472,ptp-oc_default_profile,,*
,2024-10-21 13:20:00,PTP-OC,,
,1472,ptp-oc_default_ieee_multicast,,*
,2024-10-21 19:19:28,PTP-OC,,
,1472,Ptp-oc_telecom_js,,*
,1472,ptp_oc_hir_udp_mul_untag_def,,*
,2024-11-01 17:14:59,PTP-OC,,
,1472,ptp_oc_ieee_untag_hirschmann,,*
,2024-11-04 13:12:20,PTP-OC,,
,1472,ptp_oc_ieee_tag_hirschmann,,*
,2024-11-04 14:18:18,PTP-OC,,
,1472,ptp_oc_ieee_untag_1step,,*
,2024-11-04 15:47:37,PTP-OC,,
,1472,ptp_oc_ieee_untag_slave_only,,*
,2024-11-05 11:47:27,PTP-OC,,
,1473,ptp_hirschman_oc_default,,*
,2024-10-12 18:20:37,PTP-OC,,
,1473,ptp-oc_default_profile,,*
,2024-10-21 13:16:01,PTP-OC,,
,1473,ptp-oc_default_ieee_multicast,,*
,2024-10-21 19:09:53,PTP-OC,,
,1473,Ptp-oc_telecom_js,,*
,1473,ptp_oc_hir_udp_mul_untag_def,,*
,2024-11-01 17:15:46,PTP-OC,,
,1473,ptp_oc_ieee_untag_hirschmann,,*
,2024-11-04 13:12:24,PTP-OC,,
,1473,ptp_oc_ieee_tag_hirschmann,,*
,2024-11-04 14:18:21,PTP-OC,,
,1473,ptp_oc_ieee_untag_1step,,*
,2024-11-04 15:47:40,PTP-OC,,
,1473,ptp_oc_ieee_untag_slave_only,,*
,2024-11-05 11:47:32,PTP-OC,,
,1474,ptp_hirschman_oc_default,,*
,2024-10-12 18:20:30,PTP-OC,,
,1474,ptp-oc_default_profile,,*
,2024-10-21 13:15:57,PTP-OC,,
,1474,ptp-oc_default_ieee_multicast,,*
,2024-10-21 19:09:50,PTP-OC,,
,1474,Ptp-oc_telecom_js,,*
,1474,ptp_oc_hir_udp_mul_untag_def,,*
,2024-11-01 17:16:25,PTP-OC,,
,1474,ptp_oc_ieee_untag_hirschmann,,*
,2024-11-04 13:12:27,PTP-OC,,
,1474,ptp_oc_ieee_tag_hirschmann,,*
,2024-11-04 14:18:25,PTP-OC,,
,1474,ptp_oc_ieee_untag_1step,,*
,2024-11-04 15:47:44,PTP-OC,,
,1474,ptp_oc_ieee_untag_slave_only,,*
,2024-11-05 11:47:35,PTP-OC,,
,1475,ptp_hirschman_oc_default,,*
,2024-10-12 18:20:23,PTP-OC,,
,1475,ptp-oc_default_profile,,*
,2024-10-21 13:15:54,PTP-OC,,
,1475,ptp-oc_default_ieee_multicast,,*
,2024-10-21 19:09:46,PTP-OC,,
,1475,Ptp-oc_telecom_js,,*
,1475,ptp_oc_hir_udp_mul_untag_def,,*
,2024-11-01 17:16:59,PTP-OC,,
,1475,ptp_oc_ieee_untag_hirschmann,,*
,2024-11-04 13:12:31,PTP-OC,,
,1475,ptp_oc_ieee_tag_hirschmann,,*
,2024-11-04 14:18:28,PTP-OC,,
,1475,ptp_oc_ieee_untag_1step,,*
,2024-11-04 15:47:47,PTP-OC,,
,1475,ptp_oc_ieee_untag_slave_only,,*
,2024-11-05 11:47:38,PTP-OC,,
,1476,ptp_hirschman_oc_default,,*
,2024-10-12 18:15:19,PTP-OC,,
,1476,ptp-oc_default_profile,,*
,2024-10-21 13:10:58,PTP-OC,,
,1476,ptp-oc_default_ieee_multicast,,*
,2024-10-21 18:53:26,PTP-OC,,
,1476,Ptp-oc_telecom_js,,*
,1476,ptp_oc_hir_udp_mul_untag_def,,*
,2024-11-01 17:17:33,PTP-OC,,
,1476,ptp_oc_ieee_untag_hirschmann,,*
,2024-11-04 13:12:34,PTP-OC,,
,1476,ptp_oc_ieee_tag_hirschmann,,*
,2024-11-04 14:18:32,PTP-OC,,
,1476,ptp_oc_ieee_untag_1step,,*
,2024-11-04 15:47:51,PTP-OC,,
,1476,ptp_oc_ieee_untag_slave_only,,*
,2024-11-05 11:47:42,PTP-OC,,
,1477,ptp_hirschman_oc_default,,*
,2024-10-12 18:15:57,PTP-OC,,
,1477,ptp-oc_default_profile,,*
,2024-10-21 13:11:35,PTP-OC,,
,1477,ptp-oc_default_ieee_multicast,,*
,2024-10-21 18:55:30,PTP-OC,,
,1477,Ptp-oc_telecom_js,,*
,1477,ptp_oc_hir_udp_mul_untag_def,,*
,2024-11-01 17:17:37,PTP-OC,,
,1477,ptp_oc_ieee_untag_hirschmann,,*
,2024-11-04 13:13:11,PTP-OC,,
,1477,ptp_oc_ieee_tag_hirschmann,,*
,2024-11-04 14:19:14,PTP-OC,,
,1477,ptp_oc_ieee_untag_1step,,*
,admin,2024-11-04 15:48:29,,protocol/Ptp-oc/Testscript/tc_conf_ptp-oc_mfg_009.tcl
,1477,ptp_oc_ieee_untag_slave_only,,*
,2024-11-05 11:47:47,PTP-OC,,
,1478,ptp_hirschman_oc_default,,*
,2024-10-12 18:16:34,PTP-OC,,
,1478,ptp-oc_default_profile,,*
,2024-10-21 13:12:12,PTP-OC,,
,1478,ptp-oc_default_ieee_multicast,,*
,2024-10-21 18:57:33,PTP-OC,,
,1478,Ptp-oc_telecom_js,,*
,1478,ptp_oc_hir_udp_mul_untag_def,,*
,2024-11-01 17:17:40,PTP-OC,,
,1478,ptp_oc_ieee_untag_hirschmann,,*
,2024-11-04 13:13:48,PTP-OC,,
,1478,ptp_oc_ieee_tag_hirschmann,,*
,2024-11-04 14:19:55,PTP-OC,,
,1478,ptp_oc_ieee_untag_1step,,*
,2024-11-04 15:49:05,PTP-OC,,
,1478,ptp_oc_ieee_untag_slave_only,,*
,2024-11-05 11:47:50,PTP-OC,,
,1479,ptp_hirschman_oc_default,,*
,2024-10-12 18:17:12,PTP-OC,,
,1479,ptp-oc_default_profile,,*
,2024-10-21 13:12:49,PTP-OC,,
,1479,ptp-oc_default_ieee_multicast,,*
,2024-10-21 18:59:38,PTP-OC,,
,1479,Ptp-oc_telecom_js,,*
,1479,ptp_oc_hir_udp_mul_untag_def,,*
,2024-11-01 17:17:44,PTP-OC,,
,1479,ptp_oc_ieee_untag_hirschmann,,*
,2024-11-04 13:14:25,PTP-OC,,
,1479,ptp_oc_ieee_tag_hirschmann,,*
,2024-11-04 14:20:37,PTP-OC,,
,1479,ptp_oc_ieee_untag_1step,,*
,2024-11-04 15:49:08,PTP-OC,,
,1479,ptp_oc_ieee_untag_slave_only,,*
,2024-11-05 11:47:53,PTP-OC,,
,1480,ptp_hirschman_oc_default,,*
,2024-10-12 18:17:58,PTP-OC,,
,1480,ptp-oc_default_profile,,*
,2024-10-21 13:13:34,PTP-OC,,
,1480,ptp-oc_default_ieee_multicast,,*
,2024-10-21 19:01:39,PTP-OC,,
,1480,Ptp-oc_telecom_js,,*
,1480,ptp_oc_hir_udp_mul_untag_def,,*
,2024-11-01 17:17:47,PTP-OC,,
,1480,ptp_oc_ieee_untag_hirschmann,,*
,2024-11-04 13:15:15,PTP-OC,,
,1480,ptp_oc_ieee_tag_hirschmann,,*
,2024-11-04 14:21:31,PTP-OC,,
,1480,ptp_oc_ieee_untag_1step,,*
,2024-11-04 15:49:51,PTP-OC,,
,1480,ptp_oc_ieee_untag_slave_only,,*
,2024-11-05 11:48:39,PTP-OC,,
,1481,ptp_hirschman_oc_default,,*
,2024-10-12 18:18:38,PTP-OC,,
,1481,ptp-oc_default_profile,,*
,2024-10-21 13:14:12,PTP-OC,,
,1481,ptp-oc_default_ieee_multicast,,*
,2024-10-21 19:03:43,PTP-OC,,
,1481,Ptp-oc_telecom_js,,*
,1481,ptp_oc_hir_udp_mul_untag_def,,*
,2024-11-01 17:17:51,PTP-OC,,
,1481,ptp_oc_ieee_untag_hirschmann,,*
,2024-11-04 13:15:57,PTP-OC,,
,1481,ptp_oc_ieee_tag_hirschmann,,*
,2024-11-04 14:22:13,PTP-OC,,
,1481,ptp_oc_ieee_untag_1step,,*
,2024-11-04 15:50:28,PTP-OC,,
,1481,ptp_oc_ieee_untag_slave_only,,*
,2024-11-05 11:49:16,PTP-OC,,
,1482,ptp_hirschman_oc_default,,*
,2024-10-12 18:19:11,PTP-OC,,
,1482,ptp-oc_default_profile,,*
,2024-10-21 13:14:45,PTP-OC,,
,1482,ptp-oc_default_ieee_multicast,,*
,2024-10-21 19:05:43,PTP-OC,,
,1482,Ptp-oc_telecom_js,,*
,1482,ptp_oc_hir_udp_mul_untag_def,,*
,2024-11-01 17:17:54,PTP-OC,,
,1482,ptp_oc_ieee_untag_hirschmann,,*
,2024-11-04 13:16:31,PTP-OC,,
,1482,ptp_oc_ieee_tag_hirschmann,,*
,2024-11-04 14:22:51,PTP-OC,,
,1482,ptp_oc_ieee_untag_1step,,*
,2024-11-04 15:51:01,PTP-OC,,
,1482,ptp_oc_ieee_untag_slave_only,,*
,2024-11-05 11:49:49,PTP-OC,,
,1483,ptp_hirschman_oc_default,,*
,2024-10-12 18:19:44,PTP-OC,,
,1483,ptp-oc_default_profile,,*
,2024-10-21 13:15:17,PTP-OC,,
,1483,ptp-oc_default_ieee_multicast,,*
,2024-10-21 19:07:43,PTP-OC,,
,1483,Ptp-oc_telecom_js,,*
,1483,ptp_oc_hir_udp_mul_untag_def,,*
,2024-11-01 17:17:58,PTP-OC,,
,1483,ptp_oc_ieee_untag_hirschmann,,*
,2024-11-04 13:17:03,PTP-OC,,
,1483,ptp_oc_ieee_tag_hirschmann,,*
,2024-11-04 14:23:27,PTP-OC,,
,1483,ptp_oc_ieee_untag_1step,,*
,2024-11-04 15:51:04,PTP-OC,,
,1483,ptp_oc_ieee_untag_slave_only,,*
,2024-11-05 11:50:22,PTP-OC,,
,1484,ptp_hirschman_oc_default,,*
,2024-10-12 18:20:16,PTP-OC,,
,1484,ptp-oc_default_profile,,*
,2024-10-21 13:15:50,PTP-OC,,
,1484,ptp-oc_default_ieee_multicast,,*
,2024-10-21 19:09:43,PTP-OC,,
,1484,Ptp-oc_telecom_js,,*
,1484,ptp_oc_hir_udp_mul_untag_def,,*
,2024-11-01 17:18:01,PTP-OC,,
,1484,ptp_oc_ieee_untag_hirschmann,,*
,2024-11-04 13:17:35,PTP-OC,,
,1484,ptp_oc_ieee_tag_hirschmann,,*
,2024-11-04 14:24:06,PTP-OC,,
,1484,ptp_oc_ieee_untag_1step,,*
,2024-11-04 15:51:37,PTP-OC,,
,1484,ptp_oc_ieee_untag_slave_only,,*
,2024-11-05 11:50:54,PTP-OC,,
,1484,ptp_oc_telecom_linux_simulation,,*
,1485,ptp_hirschman_oc_default,,*
,1485,ptp-oc_default_profile,,*
,1485,ptp-oc_telecom_1_ieee_multicast,,*
,1485,ptp-oc_default_ieee_multicast,,*
,1485,Ptp-oc_telecom_js,,*
,2024-10-30 14:17:17,PTP-OC,,
,1485,ptp_oc_hir_udp_mul_untag_def,,*
,1485,ptp_oc_ieee_untag_hirschmann,,*
,1485,ptp_oc_ieee_tag_hirschmann,,*
,1485,ptp_oc_ieee_untag_1step,,*
,1485,ptp_oc_ieee_untag_slave_only,,*
,1485,ptp_oc_telecom_linux_simulation,,*
,2024-11-05 15:56:21,PTP-OC,,
,2024-11-06 14:19:41,PTP-OC,,
,2024-11-06 14:27:04,PTP-OC,,
,2024-11-06 14:28:28,PTP-OC,,
,2024-11-07 08:51:26,PTP-OC,,
,2024-11-07 12:46:05,PTP-OC,,
,2024-11-07 12:50:53,PTP-OC,,
,2024-11-07 12:53:58,PTP-OC,,
,2024-11-07 12:55:00,PTP-OC,,
,2024-11-07 19:09:51,PTP-OC,,
,2024-11-08 10:26:50,PTP-OC,,
,2024-11-08 11:07:55,PTP-OC,,
,1486,ptp_hirschman_oc_default,,*
,1486,ptp-oc_default_profile,,*
,1486,ptp-oc_default_ieee_multicast,,*
,1486,Ptp-oc_telecom_js,,*
,2024-10-30 14:18:13,PTP-OC,,
,1486,ptp_oc_hir_udp_mul_untag_def,,*
,1486,ptp_oc_ieee_untag_hirschmann,,*
,1486,ptp_oc_ieee_tag_hirschmann,,*
,1486,ptp_oc_ieee_untag_1step,,*
,1486,ptp_oc_ieee_untag_slave_only,,*
,1486,ptp_oc_telecom_linux_simulation,,*
,2024-11-05 15:57:07,PTP-OC,,
,2024-11-05 15:59:53,PTP-OC,,
,2024-11-05 17:08:50,PTP-OC,,
,2024-11-05 17:25:15,PTP-OC,,
,2024-11-05 17:27:13,PTP-OC,,
,2024-11-05 17:35:26,PTP-OC,,
,2024-11-05 17:39:13,PTP-OC,,
,2024-11-05 17:45:53,PTP-OC,,
,2024-11-05 17:47:33,PTP-OC,,
,2024-11-05 17:49:36,PTP-OC,,
,2024-11-05 18:04:48,PTP-OC,,
,2024-11-05 18:41:52,PTP-OC,,
,2024-11-05 19:07:47,PTP-OC,,
,2024-11-06 10:58:49,PTP-OC,,
,2024-11-06 11:04:32,PTP-OC,,
,2024-11-06 11:08:27,PTP-OC,,
,2024-11-06 11:10:30,PTP-OC,,
,2024-11-06 11:14:06,PTP-OC,,
,2024-11-06 14:29:25,PTP-OC,,
,2024-11-06 15:11:29,PTP-OC,,
,2024-11-06 17:02:57,PTP-OC,,
,2024-11-06 17:05:02,PTP-OC,,
,2024-11-08 14:58:10,PTP-OC,,
,2024-11-08 14:59:44,PTP-OC,,
,2024-11-08 15:00:58,PTP-OC,,
,2024-11-08 15:04:44,PTP-OC,,
,2024-11-08 15:07:18,PTP-OC,,
,2024-11-08 15:08:43,PTP-OC,,
,2024-11-08 15:16:13,PTP-OC,,
,2024-11-08 15:19:30,PTP-OC,,
,1487,ptp-oc_default_profile,,*
,2024-10-10 15:34:15,PTP-OC,,
,1487,ptp_hirschman_oc_default,,*
,1487,ptp-oc_default_ieee_multicast,,*
,1487,Ptp-oc_telecom_js,,*
,1487,ptp_oc_hir_udp_mul_untag_def,,*
,1487,ptp_oc_ieee_untag_hirschmann,,*
,1487,ptp_oc_ieee_tag_hirschmann,,*
,1487,ptp_oc_ieee_untag_1step,,*
,1487,ptp_oc_ieee_untag_slave_only,,*
,1488,ptp_hirschman_oc_default,,*
,1488,ptp-oc_default_profile,,*
,1488,Ptp-oc_telecom_js,,*
,1488,ptp_oc_hir_udp_mul_untag_def,,*
,1488,ptp_oc_ieee_untag_hirschmann,,*
,1488,ptp_oc_ieee_tag_hirschmann,,*
,1488,ptp_oc_ieee_untag_1step,,*
,1488,ptp_oc_ieee_untag_slave_only,,*
,2024-11-05 11:51:52,PTP-OC,,
,1489,ptp_hirschman_oc_default,,*
,1489,ptp-oc_default_profile,,*
,1489,Ptp-oc_telecom_js,,*
,1489,ptp_oc_hir_udp_mul_untag_def,,*
,1489,ptp_oc_ieee_untag_hirschmann,,*
,1489,ptp_oc_ieee_tag_hirschmann,,*
,1489,ptp_oc_ieee_untag_1step,,*
,1489,ptp_oc_ieee_untag_slave_only,,*
,1490,ptp_hirschman_oc_default,,*
,1490,ptp-oc_default_profile,,*
,1490,Ptp-oc_telecom_js,,*
,1490,ptp_oc_hir_udp_mul_untag_def,,*
,1490,ptp_oc_ieee_untag_hirschmann,,*
,1490,ptp_oc_ieee_tag_hirschmann,,*
,1490,ptp_oc_ieee_untag_1step,,*
,1490,ptp_oc_ieee_untag_slave_only,,*
,1491,ptp_hirschman_oc_default,,*
,1491,ptp-oc_default_profile,,*
,1491,Ptp-oc_telecom_js,,*
,1491,ptp_oc_hir_udp_mul_untag_def,,*
,1491,ptp_oc_ieee_untag_hirschmann,,*
,1491,ptp_oc_ieee_tag_hirschmann,,*
,1491,ptp_oc_ieee_untag_1step,,*
,1491,ptp_oc_ieee_untag_slave_only,,*
,1492,ptp_hirschman_oc_default,,*
,1492,ptp-oc_default_profile,,*
,1492,Ptp-oc_telecom_js,,*
,1492,ptp_oc_hir_udp_mul_untag_def,,*
,1492,ptp_oc_ieee_untag_hirschmann,,*
,1492,ptp_oc_ieee_tag_hirschmann,,*
,1492,ptp_oc_ieee_untag_1step,,*
,2024-11-04 15:55:45,PTP-OC,,
,1492,ptp_oc_ieee_untag_slave_only,,*
,1493,ptp_hirschman_oc_default,,*
,1493,ptp-oc_default_profile,,*
,1493,Ptp-oc_telecom_js,,*
,1493,ptp_oc_hir_udp_mul_untag_def,,*
,1493,ptp_oc_ieee_untag_hirschmann,,*
,1493,ptp_oc_ieee_tag_hirschmann,,*
,1493,ptp_oc_ieee_untag_1step,,*
,1493,ptp_oc_ieee_untag_slave_only,,*
,2024-11-05 11:55:27,PTP-OC,,
,1494,ptp_hirschman_oc_default,,*
,1494,ptp-oc_default_profile,,*
,1494,Ptp-oc_telecom_js,,*
,1494,ptp_oc_hir_udp_mul_untag_def,,*
,1494,ptp_oc_ieee_untag_hirschmann,,*
,1494,ptp_oc_ieee_tag_hirschmann,,*
,1494,ptp_oc_ieee_untag_1step,,*
,1494,ptp_oc_ieee_untag_slave_only,,*
,1495,ptp_hirschman_oc_default,,*
,1495,ptp-oc_default_profile,,*
,1495,Ptp-oc_telecom_js,,*
,1495,ptp_oc_hir_udp_mul_untag_def,,*
,1495,ptp_oc_ieee_untag_hirschmann,,*
,1495,ptp_oc_ieee_tag_hirschmann,,*
